timestamp,intention,u_id
1.44157e+12,A,21
1.44159e+12,B,21
1.44159e+12,C,21
1.44159e+12,D,21
1.4416e+12,B,21
1.4416e+12,B,21
1.44307e+12,B,21
1.44307e+12,D,21
1.44307e+12,B,21
1.44307e+12,D,21
1.44323e+12,B,21
1.44358e+12,B,21
1.44359e+12,B,21
1.44359e+12,D,21
1.44132e+12,B,33
1.44495e+12,B,33
1.44498e+12,C,33
1.44498e+12,C,33
1.44495e+12,A,26
1.44495e+12,C,26
1.44495e+12,D,26
1.44495e+12,D,26
1.44495e+12,D,26
1.44495e+12,D,26
1.44496e+12,D,26
1.44078e+12,B,22
1.44104e+12,B,22
1.4413e+12,A,22
1.44495e+12,B,22
1.44495e+12,A,22
1.44495e+12,B,22
1.44495e+12,D,22
1.44495e+12,B,22
1.44502e+12,B,22
1.44502e+12,B,22
1.44262e+12,C,13
1.44262e+12,D,13
1.44495e+12,B,87
1.44072e+12,C,25
1.44132e+12,C,25
1.44132e+12,B,25
1.44243e+12,B,25
1.44243e+12,D,25
1.44243e+12,D,25
1.44243e+12,D,25
1.44243e+12,D,25
1.44243e+12,B,25
1.44243e+12,B,25
1.44364e+12,A,25
1.44364e+12,D,25
1.44364e+12,D,25
1.44364e+12,D,25
1.44364e+12,D,25
1.44364e+12,D,25
1.44365e+12,D,25
1.44365e+12,D,25
1.44073e+12,B,39
1.44073e+12,B,39
1.44073e+12,A,39
1.44073e+12,D,39
1.44073e+12,D,39
1.44073e+12,D,39
1.4408e+12,A,39
1.4414e+12,A,39
1.4414e+12,D,39
1.4414e+12,D,39
1.44141e+12,A,39
1.44408e+12,A,39
1.44408e+12,D,39
1.44408e+12,D,39
1.44408e+12,D,39
1.44408e+12,D,39
1.44408e+12,D,39
1.44408e+12,D,39
1.4441e+12,A,39
1.4441e+12,A,39
1.4441e+12,A,39
1.4441e+12,D,39
1.4441e+12,D,39
1.4441e+12,D,39
1.4441e+12,D,39
1.4441e+12,D,39
1.4441e+12,A,39
1.4441e+12,D,39
1.4441e+12,A,39
1.4441e+12,A,39
1.4441e+12,D,39
1.44494e+12,A,39
1.44494e+12,D,39
1.44494e+12,D,39
1.44494e+12,D,39
1.44495e+12,B,15
1.44072e+12,B,50
1.44072e+12,B,50
1.44072e+12,D,50
1.44072e+12,D,50
1.44072e+12,D,50
1.44079e+12,B,50
1.44079e+12,D,50
1.44079e+12,D,50
1.44079e+12,D,50
1.44079e+12,D,50
1.44081e+12,B,50
1.44081e+12,B,50
1.44081e+12,D,50
1.44081e+12,B,50
1.44081e+12,D,50
1.44081e+12,B,50
