index,56,81,22,29,61,88,64,65,66,67,82,69,80,52,87,84,24,25,26,27,20,21,48,49,46,47,44,42,43,40,41,1,5,7,9,8,13,77,75,74,73,71,59,11,10,39,12,15,14,33,54,57,30,37,50,34,19,18
56,-6.66133814775e-16,0.420166186785,0.55232937199,0.628334321256,0.503708333015,0.554331188375,0.869782835451,0.709104371718,0.483067306426,0.565403684984,0.664268071595,0.383176667732,0.602732082442,0.399494848133,0.710894102913,0.511825037291,0.401405261005,0.966781808058,0.439759219799,0.894954853712,0.986869356714,0.642181226745,0.897971134501,0.41691470348,0.829777672968,0.598723594104,0.566688771563,0.555821362843,0.362262297216,0.871727486977,0.327026753782,0.293883171202,0.430388588539,0.615986180569,0.546665990535,0.468132950146,0.608441945458,0.675540255922,0.71192274344,0.536656605859,0.745387380111,0.693529983347,0.769584773004,1.0,0.507133755554,0.905534910208,0.681871889306,0.367449761447,0.886726905642,1.0,0.831081999307,0.415634059722,0.776268872634,0.679994775382,0.482843732305,0.966781808058,0.340415000606,0.787881583861
81,0.420166186785,-1.11022302463e-15,0.337099223164,0.588174752767,0.507339881793,0.647356189999,0.815657842681,0.542994774784,0.439245407581,0.411588368267,0.637191226623,0.332898059528,0.465352529782,0.242725395701,0.46138111403,0.385212990269,0.342457699924,0.885303922763,0.403054862964,0.759710691674,1.0,0.538578377558,0.841471209625,0.324670856992,0.769296273062,0.463239003607,0.518287943214,0.350010320215,0.312121064465,0.711599669691,0.333659711543,0.299321095927,0.428808031917,0.544212789257,0.424173144671,0.473578192918,0.52301808287,0.537741292003,0.648498029556,0.477126668419,0.579140475338,0.587620063279,0.642371577975,0.912813613465,0.484868689039,0.789801602709,0.624219381882,0.327771530443,0.799555931697,0.927362118093,0.723613113298,0.277317710388,0.719324678539,0.613279060814,0.369356632147,0.882436520832,0.348238033538,0.67957307101
22,0.55232937199,0.337099223164,1.11022302463e-16,0.656984601183,0.558020367504,0.730502223347,0.808955507544,0.520256932246,0.446544645124,0.460650046633,0.62467643868,0.42039791992,0.529467730135,0.361918485844,0.409441317036,0.376148772895,0.368047629656,0.890433573022,0.491830118971,0.792112321397,0.88739417409,0.478974055335,0.902406124461,0.404729052378,0.83628485817,0.591816727181,0.517816078797,0.29888168677,0.381887382594,0.757951852124,0.417173628894,0.390720053121,0.436360468718,0.647952508536,0.445277829292,0.591102318779,0.53650493137,0.497112932394,0.678507123565,0.431925107373,0.699812324035,0.623558875077,0.691616028754,0.945268493189,0.431164323795,0.858749333919,0.690729866777,0.409923202269,0.872969738908,0.96299240741,0.647411214068,0.36530354679,0.809116501269,0.632082568769,0.42117762566,0.918920844036,0.484734349152,0.736602931382
29,0.628334321256,0.588174752767,0.656984601183,-6.66133814775e-16,0.665676075082,0.759437387838,0.827259043133,0.736207548206,0.649049715215,0.63751656285,0.750994039722,0.59581636183,0.712264760302,0.523609226899,0.77152357057,0.648657953595,0.577280865352,1.0,0.648452860989,0.680205505803,1.0,0.731484098583,0.927303604642,0.599581035709,0.905197954691,0.738095238095,0.656958033707,0.63500460026,0.561505753351,0.849284858878,0.571085083537,0.527464054592,0.564961088034,0.69639203043,0.580079372579,0.66326215258,0.691856599506,0.779634051907,0.848477118317,0.677916164242,0.803497885084,0.783523929956,0.853622224557,1.0,0.581240564682,0.91025714169,0.787430157429,0.577685981757,0.92662909114,1.0,0.794236277062,0.546405542182,0.822233423292,0.597287535773,0.614802496683,0.982786740684,0.578385464153,0.793905325888
61,0.503708333015,0.507339881793,0.558020367504,0.665676075082,2.22044604925e-16,0.665923447609,0.887551293024,0.706930775153,0.457919374237,0.571581550705,0.658808609977,0.445149742851,0.662138157246,0.45806889701,0.750985942099,0.482381272107,0.377258643795,0.800795231778,0.51179588903,0.905508881748,0.952754440874,0.682056985633,0.908222112723,0.494848629029,0.885517862113,0.658328296513,0.56691570801,0.581508231543,0.44347599373,0.871198362778,0.339608676464,0.318101184634,0.490167381163,0.685047812733,0.535165159899,0.568334152698,0.644490559124,0.705305565261,0.805162598004,0.536447465349,0.766095647324,0.703115397736,0.800706637258,1.0,0.5526585744,0.924467507241,0.759018653644,0.415109167505,0.898107606758,1.0,0.891142748286,0.453276721371,0.838997953472,0.703921737268,0.583209852291,1.0,0.406684398302,0.870924952641
88,0.554331188375,0.647356189999,0.730502223347,0.759437387838,0.665923447609,0.0,0.943900728655,0.804184887503,0.665054682596,0.746192449556,0.75847705423,0.589616132853,0.756891680837,0.631323542795,0.819666073067,0.650749650749,0.614126084823,1.0,0.646446609407,0.929289321881,1.0,0.794384276594,0.931319718026,0.63417354349,0.914329412624,0.752564170347,0.734834957055,0.743524107601,0.607678433816,0.91967806711,0.588173654355,0.531212843035,0.637552392985,0.733899927556,0.715395010585,0.676970858765,0.753667680459,0.78795276758,0.825036446944,0.695709690275,0.854135008502,0.813304123516,0.821035004118,1.0,0.677196032595,0.943476658106,0.819666073067,0.5956104482,0.923750714834,1.0,0.898173365005,0.628063419272,0.879517100665,0.815362763531,0.717573413363,1.0,0.561845321622,0.87401184233
64,0.869782835451,0.815657842681,0.808955507544,0.827259043133,0.887551293024,0.943900728655,0.0,0.870375995472,0.851766292719,0.768438349456,0.821923994726,0.917390800526,0.859526544501,0.833062835065,0.857524523244,0.871756937461,0.852632213513,0.928916322277,0.90082956203,0.896862744511,0.940497737218,0.816265644712,0.926794638283,0.828978352925,0.893065220013,0.868130787392,0.844632980514,0.747072159604,0.788375442346,0.808494918902,0.869535108265,0.86074666248,0.868370276921,0.848587223999,0.80485838022,0.910901644388,0.864573176376,0.892938742934,0.836411202693,0.883920840359,0.840433065112,0.781627470082,0.871155824729,0.918267356281,0.822262857405,0.893774237142,0.871013325777,0.796159984286,0.9443921186,0.929383805909,0.811490799116,0.805861329156,0.91213296279,0.848082455039,0.797473297332,0.937279107892,0.919704816568,0.786786710724
65,0.709104371718,0.542994774784,0.520256932246,0.736207548206,0.706930775153,0.804184887503,0.870375995472,5.55111512313e-16,0.556920979503,0.560553080043,0.762179533366,0.636964759586,0.447790318756,0.606035640256,0.618629231553,0.567287331691,0.535015728553,1.0,0.686152360481,0.944615122438,0.972307561219,0.742318937537,0.720268347464,0.496171747225,0.42291950776,0.728670621012,0.492305289013,0.562276878541,0.628888271264,0.603648142213,0.647073436953,0.556973318883,0.674272574119,0.541463542534,0.658189590814,0.536137424041,0.521502938643,0.508378896375,0.844685697862,0.523322870155,0.702949274917,0.757255716265,0.705629973267,0.520715024981,0.550507411969,0.738792260578,0.759877664311,0.562150291508,0.450547945422,0.493880872393,0.867072040088,0.514883518243,0.584774244223,0.787892067449,0.592197582855,0.509601389127,0.643083200228,0.677640299173
66,0.483067306426,0.439245407581,0.446544645124,0.649049715215,0.457919374237,0.665054682596,0.851766292719,0.556920979503,0.0,0.437232816288,0.645594184034,0.435800881611,0.500574975496,0.367866966899,0.593964303786,0.361928532273,0.238880774129,0.955617155647,0.377192982456,0.905263157895,0.842105263158,0.644718131502,0.851751105219,0.400955358002,0.701891227272,0.567195421388,0.361842105263,0.447392168978,0.34296864245,0.739933265371,0.334645700194,0.298709853035,0.393709298403,0.56708784433,0.404499791255,0.404915959671,0.497618826537,0.570698002258,0.759075639549,0.374886898507,0.641716830247,0.637309124279,0.744685146473,0.786729650711,0.471405133094,0.600319616511,0.533562299391,0.333381468971,0.580019725418,0.818859641644,0.828205028789,0.333776296583,0.542641259791,0.619777751465,0.454350867298,0.813592053716,0.376007330448,0.724924101891
